1,0.656592,0.594533,1.353715,2.018140,0.977762,-0.029083,-0.704928,-0.922329,-0.922329,-0.683723,23.732121,5.593184
2,0.942666,1.270111,1.472697,1.243478,0.061016,-0.688887,-1.256089,-1.301188,-1.301188,-0.743517,23.821138,8.035274
3,-0.888206,-0.869219,-1.025921,-1.432628,-0.397357,-0.217599,0.190708,1.287683,1.287683,0.631744,11.261125,-0.377603
4,-0.830991,-0.531430,-0.490503,-0.446694,0.152691,1.573298,1.706401,1.161396,1.161396,0.512156,16.455641,-0.517426
5,2.029746,1.270111,0.401861,0.327968,-0.580706,-1.725722,-1.118299,-1.427475,-1.427475,-0.982693,24.081840,15.468182
6,0.427733,0.256744,1.115751,1.313902,1.436135,-0.029083,-0.153767,-0.038324,-0.038324,-0.444547,23.590838,2.777723
7,1.400384,1.382708,0.520842,0.187120,0.152691,-1.160176,-0.980509,-1.238045,-1.238045,-1.341457,24.003930,13.296820
8,-1.345924,-1.319605,-1.204393,-1.291781,-1.405777,-0.217599,0.535184,0.277392,0.277392,1.767829,2.475511,-0.084681
9,1.057095,0.988620,1.710660,1.102630,-0.580706,-0.406114,-0.636033,-1.048616,-1.048616,-1.401251,23.899812,10.120737
10,0.999880,1.382708,1.353715,0.609663,0.152691,-0.311856,-1.118299,-1.238045,-1.238045,-1.221869,23.910950,10.645679
11,0.542163,0.425639,0.580333,1.384326,0.886087,0.253690,-0.084872,0.024819,0.024819,-0.384753,23.547333,2.476724
12,-0.029985,0.313042,0.104406,0.609663,1.344460,0.819237,0.672974,0.340535,0.340535,0.033804,23.477127,-0.159207
13,1.228739,1.213813,1.115751,1.032206,-1.864150,-0.971661,-1.187194,-0.922329,-0.922329,-1.221869,23.931206,11.164079
14,0.484948,0.313042,0.818297,0.750511,0.244365,1.856072,0.466289,0.529964,0.529964,-0.863105,23.485823,-0.055976
15,-1.059850,-1.150710,-1.263884,-1.150933,0.061016,0.065175,0.948555,0.908824,0.908824,0.153392,11.825517,-0.397143
16,-0.830991,-0.700325,-0.906939,-1.010085,-0.305682,0.347948,1.017450,1.413969,1.413969,0.930714,12.908148,-0.418497
17,0.427733,0.538235,0.937279,1.313902,-0.672380,0.347948,-0.153767,-0.290897,-0.290897,-0.564135,23.511824,1.130822
18,0.828236,0.369340,1.234733,1.525173,1.069437,-0.029083,-1.393879,-0.732900,-0.732900,-1.162075,23.721894,5.198928
19,1.228739,1.495304,1.234733,0.609663,-0.305682,-0.217599,-1.256089,-1.490618,-1.490618,-1.341457,23.976883,12.283198
20,0.771022,1.157515,1.829642,1.454750,-0.030658,-0.500372,-1.876145,-0.985472,-0.985472,-1.162075,23.846877,9.106396
21,-0.373273,-0.475132,-0.133557,-1.150933,0.611064,1.761814,1.086345,0.845680,0.845680,0.571950,17.887302,-0.585301
